gene_names,iBAQ_avg
HELLS,6.631153333
BRD4,6.630774667
IBP1,6.630593
CTR9,6.630431333
KIAA0252,6.630269667
CTCF,6.630122
FIP1,6.628653667
BN51,6.628401
NAPG,6.628066
BAG,6.627704333
FAM36A,6.627514
LZIC,6.626866
TBC1D15,6.626523333
HRIHFB2072,6.626432333
MTHFS,6.626393
ACOT1,6.626135
FLAD1,6.624861333
WASL,6.623937667
DNAJC3,6.623894
NELFA,6.623406333
JNKK1,6.623302333
DAP13,6.623166333
DLG1,6.623104
ZNF503,6.622662
PRKCD,6.622077667
HEXA,6.622045667
SCML2,6.621563333
COAB,6.621079
KIAA0607,6.620733667
WARS2,6.620663333
ADCK3,6.620517
CLPTM1,6.619883333
AKAP12,6.619605667
CCNK,6.619536667
HGS,6.619425333
DBP2,6.619130667
C5orf51,6.618673667
GNG7,6.617820333
KIAA1252,6.617719333
SAP30,6.616696
POLR2,6.616478
KIAA0253,6.616467667
KIAA1172,6.61639
C22orf19,6.616313333
GBAS,6.616194333
KIAA1652,6.615662667
BCDIN3,6.615451667
LOC401309,6.614987
KIAA1113,6.614398667
HSPC184,6.614006
KIAA1805,6.613766
KIAA0071,6.613614333
GTF3C4,6.613488333
MRPL54,6.613432
EG5,6.613285333
KIAA2010,6.612144333
CGI-94,6.611196
M6PR,6.609903
ACAC,6.609410333
ADTAB,6.608989333
TEX264,6.607731667
DTD1,6.60732
CAF1,6.605874
PIP4K2C,6.605345
CREME9,6.604954667
C12orf30,6.604776333
MORF4L1,6.604185667
CPPI,6.603459667
GLA,6.602980333
E4TF1A,6.602797333
UNC84B,6.602686333
DKFZp686C1054,6.602165333
TUBB3,6.601666
ATP6V0A1,6.60146
KIAA0020,6.600030333
NOL6,6.599571667
CCDC25,6.599510333
ADD3,6.599388333
1-Oct,6.599249333
UNC119B,6.599021
API4,6.598690667
CADM1,6.597549667
CGI-96,6.597502333
HIGD1A,6.597215
SCAMP4,6.596550333
AD24,6.596003333
C19orf62,6.595107333
IRAK,6.594745667
DUS3L,6.594085333
ALG5,6.593803667
NRX,6.593622333
CALU,6.593539
CGI-91,6.593523667
C16orf36,6.592494
LARP4,6.592317667
C19orf3,6.591492333
CCDC55,6.590796
DNAJC25,6.589619667
NAA40,6.589277667
STM,6.58905
AF6,6.588823667
BING2,6.588687
CAIN,6.588587
DECR,6.588274333
SKIV2L,6.588247333
BRUNOL3,6.588045667
PC,6.586904
KRI1,6.586411
VHL,6.586382667
TBL2,6.586315667
BMS1,6.585651667
CDA14,6.585302667
MOP4,6.585161
SPRYD4,6.584697667
AGL,6.584529
CARKL,6.584370667
NUP153,6.583541667
BRE1A,6.582940667
CGI-68,6.582496333
KIAA0197,6.582075333
KIAA0436,6.580929667
EDC3,6.580444333
BPY2IP1,6.580086667
RAB32,6.579183333
SURF2,6.578671667
NKAP,6.577759333
NDUFV3,6.577111667
RBX2,6.576515
KIAA0138,6.576451333
ARMC6,6.575517333
C21orf1,6.575441
NOL9,6.575294667
TEX4,6.574538333
CAMK2D,6.574324
NME3,6.57412
PIG3,6.573689333
KIAA1115,6.573072333
AQR,6.572938
NICE5,6.571836667
KIAA0039,6.570202333
CUL3,6.569994
ARG2,6.569541667
BCKDHA,6.568078667
PRIM2,6.567642667
OK/SW-cl.88,6.567348667
C1orf50,6.567183333
BRCC3,6.567125667
HLC3,6.566553
JAW1,6.566545
C9orf88 variant protein,6.566266333
RELA,6.565719333
KIAA0024,6.565484333
HSPC130,6.565242
AP1S2,6.563863333
TK1,6.563302333
MYO1C,6.563049333
ACTR1B,6.561894
KIAA0619,6.560424333
BCATE2,6.55966
3EXO,6.559505333
UHX1,6.558474667
VPS4,6.558331667
SCD,6.558215333
DAK,6.557855667
UBFD1,6.556876333
BAF180,6.556705333
BROFTI,6.556538
EPLIN,6.555951667
AKAP8,6.555905
KIAA0461,6.555285333
C3orf60,6.555023667
DS1,6.554553
ACADVL,6.553255
ABT1,6.552962667
CAST,6.552331
CLN80,6.552117333
SDF2L1,6.552013667
KIAA0536,6.551917333
MST1,6.550762
FIH1,6.550718333
MYADM,6.549607333
RBM7,6.548698
IRF3,6.547951667
LPP,6.546361667
LIP2,6.545843333
C15orf12,6.545197667
MADH2,6.544600333
C14orf154,6.544455
CFR1,6.544354667
GAQ,6.543889667
AMSH,6.543883333
POLD,6.543794667
HSPC165,6.543504667
COMMD6,6.542131667
DIPP,6.542075333
HAX1,6.541463667
ADNP,6.541148333
hCG_27286,6.539583667
ATAD1,6.538998
GTF3C3,6.538663333
MRPS10,6.538508
CAMK1,6.537465
hCG_2018597,6.536883333
DDX29,6.536861333
WDR44,6.536461667
RCD1,6.535696
OCIA,6.535372
GMPR2,6.534993
RIF1,6.534155667
PPP2R1B,6.532857667
NDR1,6.532331
ATP12,6.532052
GOSR1,6.530765
EEA1,6.530448333
SCL,6.530112
ARL6IP2,6.528928
IRF2BP1,6.52832
GTPBP10,6.527588333
CGI-104,6.527124667
COPS7B,6.526975667
FHL3,6.526481667
CGI-149,6.526081333
CDC34,6.525979
FLII,6.524544667
hCG_30595,6.524515333
BSP1,6.523798
DC3,6.522278667
NCK,6.521842333
PKD,6.521271667
GLYR1,6.520543333
SMARCD2,6.520225667
KIAA0839,6.520109667
APG4B,6.520069667
KIAA1598,6.519763
PLOD2,6.518956667
HSPC070,6.518740333
MTPAP,6.518726
C19orf7,6.518719333
PP4519,6.517273
BCL2L13,6.517182
DPH2,6.517099667
SRC,6.516452667
KIAA0727,6.516377333
FP2461,6.515598
ANAPC3,6.515006667
DNT1,6.514972
ABH5,6.513516667
C1orf25,6.513426333
CLASP2,6.513292
IRF2BP2,6.513042333
HBO1,6.511898333
NVL,6.511518333
FAM105B,6.511472333
HK33,6.510789333
WDR70,6.510369333
CGI-22,6.51
ACO1,6.509826667
C15orf40,6.509664
RIOK1,6.509387
FTSJ1,6.509276
GALNT2,6.506970667
MRPL52,6.506638333
C19orf58,6.505977333
DDX37,6.505580667
NBN,6.505526667
CAF1A,6.503755333
KIAA1995,6.50277
OCLN,6.502066667
ZCCHC8,6.501609333
DHPS,6.501519333
TOE1,6.501272333
C4orf20,6.501125667
MPHOSPH6,6.500638333
CASP7,6.500074333
C9orf15,6.499052667
ORP11,6.498746667
CCS,6.498044333
FAM28A,6.497875333
KIAA0117,6.497499667
MSI1,6.497171333
GTF3C1,6.496645333
KIAA0610,6.496366
KIAA1393,6.496196667
GAA,6.494217333
HCNGP,6.493676667
STXBP3,6.492975
hucep-1,6.492007
NUDT16,6.491987667
APRIN,6.491941667
SIN3A,6.491654
FMR1L2,6.491443333
PLOD3,6.491219333
C17orf40,6.491175333
KIAA1830,6.491078333
CHPF,6.489798
HS2ST,6.489483
ITPK1,6.489452667
MTND5,6.489377667
NHN1,6.489344667
BOG,6.489305667
ATP2B2,6.488479
KIAA0988,6.488214667
ACSVL4,6.487736
POLA1,6.487702667
ABCF3,6.486388
CC2D1A,6.486350333
SSR3,6.486013667
CGI-47,6.484828667
CSDD2,6.484747333
KIAA0663,6.484745333
KIAA1451,6.483843667
hCG_2032082,6.483432333
ALDH16A1,6.483319333
C11orf67,6.482552333
TPMT,6.482325333
BAT2,6.481820667
NKCC1,6.481246667
AHAS,6.481128
SNRPE,6.481013333
JAZ,6.480648333
KIAA0648,6.48042
OTT,6.480362
JNK2,6.480225
GLUT1,6.479600333
54TM,6.478279
PRPF38B,6.477665667
PPP2R5E,6.47762
GMFG,6.477160333
WHIP,6.477039333
FRG1,6.476858667
THTPA,6.476832333
BAG3,6.476754667
FTSJD2,6.475908
DUC1,6.475807667
C15orf4,6.475208333
C19orf2,6.473980667
C20orf72,6.473501333
NT5B,6.472995667
JUN,6.472958
CUL5,6.472576667
PAR4,6.472453667
PDF,6.47228
FADD,6.471406667
MRRF,6.470618333
TARS2,6.469898667
AHNAK,6.469830333
PHIP,6.469640667
LSM12,6.468304
JNK1,6.468031
FBX7,6.466976667
ERI3,6.466723333
NUB1,6.465659333
KATNB1,6.465156333
DESP4,6.465067333
CDHF5,6.464655333
ABPL,6.464552667
NEK7,6.464078667
P4HA2,6.463920333
GEMIN2,6.463563
OVCA2,6.462346
KIAA0242,6.461719
MPZL1,6.461598667
ACOX,6.461095667
GLTP,6.460980333
CYP51,6.460744
FAM82A2,6.46044
C13orf10,6.460378667
CIP2A,6.460183333
KIAA0062,6.459923
ABTAP,6.459673333
HCC1,6.459298667
STEAP3,6.4588
DXS552E,6.458294
KIAA0010,6.457103333
GPH,6.457099
KIAA1637,6.456720333
TOLLIP,6.456652667
USP31,6.456279667
PP8000,6.455999333
CCDC134,6.455912333
PLAA,6.455103
PUS4,6.454662333
CTSL,6.454411
GOLPH3,6.453635333
C6orf75,6.453299667
POP7,6.452588667
RAP1GDS1,6.452506333
CSBP,6.452468
MRPS36,6.452319333
NIT1,6.452040333
MCBPE,6.451851
THUMPD3,6.451236333
PIGS,6.449857333
ARCH,6.448684667
PAF53,6.448486667
ESYT2,6.447668667
BDH2,6.447155333
FN3KRP,6.446923333
SLFN11,6.446857
SMAP1,6.446743
CGI-01,6.446674333
KIAA0128,6.445773333
CGI-26,6.445622
PRUNE,6.445308
DMAP1,6.444850667
SAR1B,6.444441
HSPC099,6.443113
PPM1A,6.442841667
MTMR1,6.441476
RBBP5,6.441023333
ISY1,6.440825667
ACF1,6.440684333
CDC2L1,6.440397
KIAA0462,6.440291
COX15,6.439787333
C10orf69,6.439057333
KIAA0310,6.438554333
INRF2,6.438360667
CCDC22,6.437535
LRWD1,6.43724
C15orf18,6.437188333
GCLC,6.437144667
C3orf63,6.436917333
RP3-426I6.4-002,6.436761
TARBP2,6.436154
VPS45,6.435667333
NDC1,6.433321
AGTBP,6.433101333
FRDA,6.432811667
RIOK2,6.43199
ACTR10,6.431925667
AKT2,6.431615667
HS1BP3,6.431395333
AF1Q,6.431082
ACOT9,6.430665333
FTSH1,6.429572
RPI,6.429473667
SEC24A,6.429436
TP53BP1,6.42911
HAUS8,6.428867333
KIAA1311,6.428258333
CXorf57,6.426971333
MXRA7,6.426496667
AIP1,6.426450667
AACS,6.426159667
MEA,6.425333
CTA-286B10.5-010,6.424847333
CWF19L1,6.424709667
CLPTM1L,6.424669333
YLPM1,6.424638333
HEC,6.424359333
ARL6IP4,6.423697333
METTL7A,6.423458333
C6orf90,6.422896667
UBCH6,6.422281333
KIAA0015,6.422131
SELT,6.422045333
DOCK7,6.420407667
C20orf11,6.42014
EEFSEC,6.420102333
MMAB,6.419494
DDAH,6.418992
APOBEC1L,6.418916667
MINPP1,6.418274
MCAT,6.418157667
CPD,6.417666
SEC62,6.416318333
AMPK,6.416182333
BSDC1,6.415803
DDX38,6.415789333
C14orf4,6.415322667
PREB,6.414293667
DVL2,6.414135667
KIAA0650,6.41346
MPHOSPH8,6.413182
NAF1,6.412108
C19orf52,6.411578333
ELMOD2,6.411399
KIAA1449,6.409116333
JM3,6.408835667
KATNA1,6.407158
C1orf107,6.406282667
AS3MT,6.406112
ERS25,6.406094333
KIAA1665,6.405886
ADAT2,6.405609667
FBX22,6.404431333
BM-007,6.403772333
ARID1A,6.403602333
DCRA,6.403507333
C1orf149,6.402984667
CGI-144,6.402776333
CEP41,6.402432
PDHX,6.402318667
GATAD2A,6.402088667
APRF,6.402005333
HSPC094,6.401733
C7orf28A,6.401228333
CGI-90,6.401031667
BAG5,6.399739333
ADPRT2,6.399609333
ENIGMA,6.398949667
POLB,6.398753667
KIAA1142,6.398180667
C19orf25,6.397863667
INPP5F,6.397781
ABC7,6.397772333
GTF2E1,6.397472333
PLEC1,6.39625
PNO1,6.396026667
ORC5,6.396017667
RABL3,6.395913667
AND1,6.395754667
CRYG4,6.395726333
IFIT5,6.395103667
SLU7,6.394921667
FIBP,6.394004333
CIP4,6.393847
DDX51,6.393812333
MGAT2,6.393546667
AD-002,6.393255667
ASAH,6.392394333
FANCI,6.392178667
FOE,6.392056333
IGKJRB,6.391970333
WBSCR22,6.391801667
CDK5RAP3,6.391765
FNBP1L,6.391587667
RP11-126K1.7-006,6.391334333
E6AP,6.391078333
ANKHD1,6.391007
BLES03,6.390894
DCTD,6.390382667
EXOC8,6.389056
BCL7A,6.388625333
POLR1B,6.388339333
TSSC4,6.388296333
HSPC006,6.387714333
KIAA0372,6.387574
CDA11,6.387249333
ATP6AP2,6.387219333
DNAJB12,6.387086667
MSTP034,6.387047
C1orf193,6.385543
MED20,6.385134333
MRPS12,6.384994333
CAR,6.384982
FAM96A,6.384500333
AAT2,6.383739667
CNPY3,6.383440667
GMPPA,6.383302
PLBD2,6.382908
MOCO1,6.382624667
ATP2B1,6.381912667
SF4,6.380847667
ERCC2,6.379678333
EIF4G3,6.379418
TRAPPC5,6.379323667
WDR6,6.379089
STRN4,6.378985
DNAJC10,6.378602
BPGM,6.378334667
PBX1,6.376897333
LRRC35,6.376702333
ZNF622,6.376334
H1F3,6.374658333
PMC2,6.374451333
TUBB6,6.372687333
MEL,6.371503
MSTP059,6.371437333
SUPV3L1,6.371404333
ABRO1,6.370154
GBA,6.369783667
KPNA1,6.369644
ATE1,6.368454667
HBS1,6.368416333
CAP35,6.367998
CCDC97,6.367706667
BB1,6.367421333
GTF2H2C,6.367003
ERAL1,6.366585333
ARL6,6.366062333
ASC1P100,6.364562333
HIRIP3,6.364022
ARHGEF7,6.363478667
CREB1,6.362493
C20orf20,6.361793333
CLCC1,6.360115333
LIG1,6.359576
CDC2L4,6.358104333
C14orf9,6.357800333
ASPEP,6.357733
HSPC283,6.356899
AKT1S1,6.356056
HINT3,6.355333
PACSIN3,6.355211333
RAB24,6.354272
FOX2,6.353998333
ESA1,6.352660333
NACP,6.351552667
POLE4,6.349799333
QSCN6L1,6.349656333
C14orf123,6.349296333
NP220,6.346098667
GOK,6.345998667
RNASEP1,6.344044667
GBL,6.343878
STXBP1,6.343870667
TM4SF8,6.343478
POLR3B,6.343387333
C6orf57,6.343068667
CLN2,6.342866667
SPAG7,6.34266
GTPBP3,6.342129333
CRIB1,6.340656333
C8orf20,6.340567
KIAA0044,6.340321
HSPC055,6.340087333
GIMPC,6.339400667
LSMD1,6.339383
PTCD1,6.338947333
MAOA,6.33859
KIAA0169,6.338514
TMEM147,6.338402667
HDDC3,6.338128667
KIAA0217,6.338062
ORCA,6.337777
EDD,6.337077667
HDHD2,6.336914667
KIAA0965,6.336346333
CAT53,6.336229333
FAM15B,6.335950667
MAPKAPK2,6.335625667
ABP620,6.335586333
C14orf35,6.335345667
GNA13,6.334906667
C20orf4,6.334358667
GBF1,6.334195
RPP14,6.333774333
ANAPC13,6.333161667
POLR3A,6.332403333
KIAA1068,6.332347333
H37,6.332126
GTF3C2,6.331628667
BCS1,6.331558
KIAA0028,6.331485667
PCM1,6.330891667
ECSIT,6.330706333
SNAP29,6.330665667
GINS1,6.330193
USP47,6.329648333
HSPC206,6.329197
DIAPH2,6.329065667
KIAA0026,6.328673333
B3GALTL,6.328543
ABI2,6.328516
COMMD8,6.328029
BM-012,6.327361333
PRL1,6.326383333
C20orf99,6.326093
PRPF39,6.325971
RIP,6.325911667
HBP,6.325809667
TAF2E,6.324286667
NUC130,6.324002
AARSD1,6.323774
DLG2,6.323305333
L18,6.323190333
ISOT3,6.323038333
DDX24,6.322429
C17orf75,6.321407333
ARGLU1,6.321281667
PDCD2,6.321114667
HSPC242,6.320558
BAIAP2,6.320427667
DHTKD1,6.3199
SESN2,6.319042333
5-Mar,6.318221333
GSTZ1,6.318004
CXorf56,6.317808333
FLUP,6.316789333
C20orf40,6.316704333
IPO11,6.314385
C17orf85,6.313687
ASCC3,6.313256667
FYTTD1,6.313094667
ANT1,6.312658667
FKBP15,6.312409
YTHDF1,6.311185333
AARS2,6.310789333
CRTC2,6.310214667
BDR1,6.310154333
AKTIP,6.308696
IMPA3,6.308528333
ATPI,6.308340333
ZFPL1,6.308313333
CCDC43,6.308274333
PON2,6.308229333
DRIM,6.308199333
hCG_2015037,6.308015333
C1orf48,6.307987333
C14orf149,6.307985
TTC27,6.307637333
IAG2,6.307611
C10orf4,6.306469667
C2orf49,6.306352
DEGS1,6.306346667
ANG2,6.306160333
GCF2,6.305888333
C14orf92,6.305780667
GRIPAP1,6.305613667
HSPC299,6.30552
NUDT10,6.305405
BMSCUBP,6.305295
TMEM161A,6.303960667
DUSP12,6.303649333
DCAF1,6.303421667
AD-004,6.303209667
FAM39E,6.303172333
PPOX,6.303058
ARC36,6.303000333
SIR2L1,6.302945667
BCKDHB,6.302460333
CHEK2,6.301748
ACSL1,6.301004333
ALCAM,6.300348333
YTHDC2,6.300236333
C4orf27,6.300188333
GNB4,6.300007667
ACP33,6.299667333
EPIPL,6.298242667
PKP3,6.298172667
PTS,6.29805
LYN,6.297498667
RSRC2,6.296939667
SFXN2,6.296542333
GPN1,6.296396667
PPIG,6.295850667
ADK,6.295617667
C15orf25,6.294917667
C15orf58,6.294246
GUK1,6.293901667
BET1,6.293615667
BORG5,6.293377333
CLASP1,6.291475333
GTF2A1,6.289709
FHOD1,6.289532
SDCCAG1,6.288895667
C12orf11,6.288807667
DPP9,6.288098
CARS2,6.287761333
KIAA0196,6.287307333
ICF45,6.287288667
C6orf120,6.287256
TERF2,6.286255
RP2,6.286043
NECAP1,6.285725
DLG4,6.28536
C5orf22,6.284771667
LAMAN,6.284631333
BCMP101,6.284054333
MST3,6.283614667
ARB2,6.282706667
RRBP1,6.281047
hCG_18655,6.280487
DHPR,6.2794
AIDA,6.278254333
LCMR1,6.278109
AIF1L,6.278098
MSTP039,6.278078333
MAP2K3,6.278026333
WASF2,6.277377667
RABIP4,6.277362667
KEPI,6.276974333
CEP170,6.276912667
CAMK2G,6.276743333
KIAA0235,6.276686333
RRAGA,6.276605
TNPO2,6.276477333
PEX11B,6.275852667
C21orf57,6.274668
TAF10,6.274631333
NSUN4,6.273707
ERGIC1,6.273270333
FAM21C,6.273126
EXOC4,6.272647667
C21orf4,6.272591
CC2D1B,6.272522
SLC35F2,6.271723667
ANKFY1,6.270474667
C10orf86,6.270414333
GIT1,6.270392
KIAA1122,6.268624
NSUN5,6.268346333
KIAA0301,6.267918333
CTNNB,6.267752
METTL3,6.267618667
TIA1,6.267385
GPX8,6.267323667
SLC38A1,6.265957333
WBSCR16,6.264826667
TJP1,6.264424667
ARHGEF1,6.264421333
FADS2,6.264122667
KIAA0526,6.263773333
ETHE1,6.263390333
MSTP048,6.262926667
FBL12,6.262739
MYL,6.262583667
CVAK104,6.260241667
GMNN,6.260096333
RAB5EP,6.259413333
SENP3,6.258918667
PEX14,6.25805
VASP,6.258046667
IKBKG,6.257864
CHD1,6.257415333
PSEC0094,6.256691
CASK,6.256513333
ACOT8,6.256220667
GGPS1,6.255465
TAX1BP2,6.255319333
CCAP7,6.25492
IFRD1,6.254889667
DUSP9,6.254556667
ASMTL,6.254404
KTI12,6.253989667
ATRC1,6.253954
LATHEO,6.253907
CEP97,6.253706667
EXOC3,6.253687
LENG5,6.252963333
SEC24B,6.252825
WDR55,6.252716667
C15orf44,6.25269
FHIT,6.252587667
MRPS18A,6.252406
APG5L,6.251977
KIF2C,6.251908333
KIF23,6.251340667
C9orf23,6.250779333
ISCU,6.250546
HUS1,6.250028667
DDX31,6.249759333
LRCH3,6.249610667
ARHGAP5,6.249188667
KCTD15,6.248695667
DKFZp434J032,6.248673333
C20orf1,6.248445
ADIR,6.247892
LSG1,6.247444667
RFC1,6.246893333
C4orf32,6.246625333
MDIG,6.246606
BM-036,6.246350667
KIAA1341,6.245592667
OGFR,6.245222333
DDX8,6.244055333
HSPC321,6.243479667
ADA,6.243293667
PCYT2,6.242647333
KIAA1610,6.241692667
EAAT1,6.241596667
PPIL2,6.241252
ADPGK,6.241227
MECP2,6.241165333
HSPC216,6.240751
RG4,6.240650667
MEN1,6.239616
PHKG2,6.239591667
NFYC,6.239339667
C9orf114,6.238294
BZRP,6.238099
GPATC4,6.237770667
EXOC5,6.237645
PON2,6.237377
EP300,6.237082
HSDL1,6.237034667
CBPIN,6.237002333
PP20300,6.236998333
KLC2,6.236149333
C13orf8,6.235961333
KIAA1471,6.235262
GAK,6.235187667
PAN2,6.234762667
KIAA1334,6.234139667
ORC4,6.233786333
TIAL1,6.233356333
MXRA2,6.233298667
KIAA0704,6.232594333
KIAA1418,6.232155
DCP2,6.231888
GCP3,6.231366667
DKFZp686D0959,6.231027667
PSEC0250,6.229007
OCR,6.228113333
RNF113,6.227581
RAB5B,6.227076667
DTNBP1,6.226979
GOLGB1,6.226191
C3orf37,6.226146667
AD-022,6.225778
AD-009,6.225086
ELKS,6.224719667
ITCH,6.222856
ELP2,6.222689
CRYZL1,6.222451
SEL1L,6.221859
CTNNG,6.221704667
ARALAR1,6.221291
ACATN,6.22057
C5orf3,6.220030333
MED18,6.219772
C11orf31,6.219558667
CWC22,6.219239667
ERCC3,6.218603
HUSSY-08,6.218491
KIAA1478,6.218195333
ALC1,6.217954
RPS6KB1,6.217847
FADS1,6.217841667
FHL2,6.216956667
NARS2,6.216788
CDH2,6.216471333
SEPHS2,6.215772
FUCA1,6.215315
CTAGE5,6.215024333
C20orf158,6.214823
MIS12,6.214774
C14orf160,6.214629
KIF4,6.214262
NIF3L1BP1,6.214253333
RP5-894H24.1-010,6.213982
HACL1,6.213366
OK/KNS-cl.5,6.213285667
DPYSL2,6.212918667
ACSS2,6.21289
GPD1L,6.212746667
SURF6,6.212535
FAR1,6.212377667
HCCA2,6.211017
VPS16,6.210745333
HVEB,6.209525667
ARC105,6.208969333
MTF2,6.207936333
AGO2,6.207517
GDAP1,6.207245333
HIP116A,6.207197
PDK1,6.206694667
JUP,6.206566333
FAM40A,6.20646
WDC146,6.20631
ABC2,6.205753667
STX8,6.205627667
KIAA0126,6.205223333
C1orf27,6.204597
AGS3,6.203979667
HDNB1,6.203498333
MUT,6.203312667
AES,6.202772333
CC3,6.202452667
ALEX3,6.202397667
COQ3,6.201972
KIAA0682,6.201302
ABHD11,6.201193333
C8orf82,6.200387333
101F10.2,6.200330667
KIAA0425,6.20015
LIMD1,6.199949333
LEMD3,6.199725667
COG6,6.198971
HOOK1,6.198837333
NME7,6.198705
METTL2B,6.198293
C21orf45,6.198162
ACTR6,6.198148667
ARHT2,6.197780333
CHMP7,6.196999667
CHET9,6.196955333
RAB34,6.196883667
KIAA0268,6.196778333
CDCA8,6.196269
BM32A,6.195491667
CCNH,6.195297667
MORC3,6.195055
CCK4,6.194667667
BTBD14B,6.194569
DICER,6.194563667
RAB9P40,6.194466333
76P,6.194284
HMG2L1,6.193568
PAIP1,6.192390667
C10orf45,6.192014
CBR3,6.19172
GGA1,6.191711667
BRWD2,6.191261333
VPS33B,6.190804
FAM128B,6.189493
C11orf54,6.189405
BM-008,6.188766667
TSSC1,6.188693
SIIR,6.188684
HBXAP,6.188563333
BRCC45,6.187619333
ANAPC1,6.187565
C10orf9,6.187364
ACAD11,6.187288
EGAP,6.187167333
CGI-49,6.187136
ATX2,6.186732667
KIAA1753,6.18657
DCAKD,6.185780333
HOX1H,6.185747333
SFT2D3,6.185572667
APG9L1,6.185252
TM9SF1,6.18523
KIAA1057,6.184665
BRD3,6.183516333
RNF95,6.183213333
GAS41,6.183013667
TMTC3,6.182495
CCDC93,6.181629
DDX49,6.181228333
BDH,6.179092333
CBX8,6.178935
GTPBP6,6.178852
BRAP,6.178832
DLG7,6.178783667
NS4ATP1,6.178022667
C21orf66,6.177929333
KIAA0862,6.177721667
PAK1,6.177336667
AD-016,6.177236667
HSPC187,6.177142667
PKNOX1,6.176757667
MVK,6.176419
KIAA1495,6.175494667
TMEM192,6.175140667
CCM3,6.174413667
KIAA0269,6.174336
STS2,6.174163333
NFATC2IP,6.174151333
HSPC249,6.173179333
SIR2L3,6.172935
ATP6AP1,6.17279
BHLHD4,6.171957667
ZNF593,6.171719333
LIPA,6.171585333
KLC4,6.170102333
CAP1A,6.169585667
HLA-A,6.168921667
ELOVL2,6.168570333
CGI-75,6.168525
KLP1,6.167231
EPB41L5,6.167003
ADD2,6.165928667
TILZ2,6.165825667
KIAA0683,6.165463333
GCSP,6.164685
KIAA0067,6.164471
KIAA0286,6.163834333
CG1,6.163557
DUBA8,6.163358
IPO8,6.163293667
BCD1,6.162631
PLK,6.162400667
C2orf12,6.161516
BAG4,6.160738667
CCDC23,6.160724333
GNP2,6.160668
DNAJB4,6.160061667
TRAPPC2L,6.159906333
POP4,6.158962333
CDA07,6.158858667
RNF82,6.157435
KIAA0755,6.157117333
LIP1,6.156311
AKAP1,6.156081667
RAD1,6.155476
C16orf88,6.155276667
FHIP,6.154843667
SNX7,6.154745667
C7orf44,6.154605667
AD-006,6.154383667
CDKAL1,6.153922667
BND7,6.153901667
KIAA1171,6.153734
PCTP,6.153689
ASPH,6.153005667
KIAA1491,6.152922
MPD,6.152664667
NAK,6.152411
HSPC233,6.152050333
FASTKD2,6.151768
ERCC6L,6.151656667
POLR3C,6.151308667
CGI-79,6.151308333
FKSG1,6.151246
XPC,6.149433
FKHL7,6.148836333
C6orf109,6.148762333
ZMYM3,6.148411667
FKBP14,6.148142333
FP17425,6.148059
TLE1,6.147970667
10-Sep,6.147047
ICMT,6.146910333
FVT1,6.146313333
MIP,6.146180667
CXYorf3,6.145690667
BZFB,6.145660333
MSRB2,6.144315333
FAM115A,6.143354667
BECN1,6.142747667
SCRN3,6.142683667
DNAJC13,6.142268333
AF3P21,6.142249
HHGP,6.142154667
SPAK,6.141865
GST4,6.141774667
FAM3C,6.141427667
EFHA1,6.139642
CCNT1,6.139075
MPS1,6.138748
PGGT1B,6.137007
DGT6,6.135854333
AKAP2,6.135223333
ANAPC10,6.135184333
C4orf15,6.132723667
DER1,6.131663
HBLD1,6.131398667
KIAA0077,6.131157667
C14orf122,6.131123
KIAA1609,6.130418667
LSS,6.130383333
DNAJC17,6.130350667
ASPL,6.130032667
TRIP12,6.129527667
TMEM165,6.128411
C10orf46,6.128298
TMEM65,6.12829
HDAC3,6.127484667
HOX1C,6.127168
LPTL,6.127149333
GPATC6,6.127068333
MAD1,6.127027
HCNP,6.126624667
PSEC0082,6.125727
INTS2,6.125258
KIAA0528,6.125068333
ARFIP2,6.124597333
ZBTB10,6.124399333
ERIC1,6.123628667
IPO13,6.123132333
AGPAT4,6.123126333
GK,6.122841333
DEF3,6.122037
DNC,6.122035333
KIAA1408,6.121732
KIAA1033,6.121265667
KIAA1844,6.121227333
DYRK,6.120004333
POLE,6.119902
GTF2E2,6.119568
EMAP2,6.119015333
hCG_2039742,6.118934667
KLHDC4,6.118509667
CSNK1D,6.118331667
CD151,6.118017
NUMB,6.117975667
EST1B,6.116939333
SDSL,6.116582
CENPV,6.116520667
DPCD,6.11592
TMEM106B,6.115773667
C21orf70,6.115269667
ZFAND1,6.114963667
FAM91A1,6.114857333
C16orf91,6.114725333
FBP21,6.114675
CED12A,6.114017333
CEN3,6.113210333
WDR73,6.112689667
RNF214,6.112517667
ABCB10,6.112441
TAF2F,6.111774
STX5,6.111703
APG7L,6.111670333
PIP4K2A,6.110590667
APOOL,6.109304333
HECTD3,6.10849
IKBIP,6.107572667
LMCD1,6.107565667
C11orf19,6.107562
EFTUD1,6.107528667
PEX3,6.107275
MCCA,6.106915
MET,6.106385667
hCG_20420,6.105480667
EXOC2,6.105088667
DRIP92,6.104842333
RPP38,6.104208333
LPP3,6.104094333
HPRP18,6.104088333
ZC3H14,6.102181667
CGI-93,6.102120667
ABH4,6.101950667
BOLA3,6.101546333
FAM160B1,6.101474333
PPIA,6.101429333
C1orf212,6.101371667
ARHT1,6.101211667
MSRA,6.100585
CUL4A,6.100270333
C13orf1,6.099397333
CFP1,6.099145667
C20orf92,6.099107333
CNOT4,6.098900667
C18orf55,6.098478
CENPH,6.098399
AMMECR1,6.097489
B3GNT1,6.095837
